Note 3:1 7:1 11:1 125:1 609:1 642:1 770:1
on 26:1 123:1 610:1 643:1 768:1 8798:1
> 9:1 44:1 49:1 489:1 495:1
, 17:1 42:1 490:1 496:1 3290:1
Denmark 11:1 15:1 43:1 83:1 293:1 3288:1
has 16:1 81:1 140:1 291:1 3227:1 3289:1
carried 82:1 138:1 292:1 2393:1 2396:1 3225:1
out 50:1 139:1 2391:1 2394:1 3226:1 14174:1
255 10:1 48:1 50:1 2392:1 2395:1 14172:1
951 2:1 26:1 48:1 49:1 6710:1 14173:1
BSE 9:1 11:1 24:1 49:1 104:1 1352:1 6708:1
tests 25:1 102:1 125:1 206:1 1350:1 6709:1
from 17:1 103:1 123:1 204:1 602:1 1351:1
Jan 11:1 15:1 113:1 116:1 124:1 205:1 600:1
to 16:1 17:1 53:1 111:1 114:1 601:1
Nov 11:1 15:1 50:1 51:1 56:1 112:1 115:1
2001 16:1 44:1 48:1 52:1 54:1
, 42:1 49:1 55:1 74:1 1535:1
including 43:1 50:1 72:1 263:1 1533:1
17 10:1 48:1 50:1 73:1 261:1 1534:1
836 2:1 48:1 49:1 125:1 236:1 262:1
in 9:1 49:1 123:1 140:1 234:1 19766:1
fallen 26:1 124:1 138:1 235:1 11837:1 19764:1
stock 24:1 89:1 139:1 11835:1 19765:1
-LRB- 25:1 50:1 87:1 215:1 11836:1
2 48:1 88:1 152:1 213:1 4649:1
positive 49:1 95:1 150:1 214:1 4647:1
-RRB- 32:1 93:1 151:1 338:1 4648:1
; 10:1 30:1 50:1 94:1 336:1
1682 2:1 31:1 48:1 125:1 236:1 337:1
in 9:1 26:1 49:1 123:1 234:1 764:1
emergency 24:1 110:1 124:1 235:1 762:1 11258:1
slaughtered 10:1 25:1 104:1 108:1 763:1 11256:1
bovines 2:1 89:1 102:1 109:1 11257:1
-LRB- 9:1 68:1 87:1 103:1 413:1
all 66:1 88:1 152:1 411:1 14738:1
negative 67:1 95:1 150:1 412:1 14736:1
-RRB- 32:1 93:1 151:1 338:1 14737:1
; 10:1 30:1 50:1 94:1 336:1
232 2:1 10:1 31:1 48:1 50:1 337:1
167 2:1 9:1 48:1 49:1 104:1 1352:1
tests 9:1 49:1 102:1 125:1 236:1 1350:1
in 103:1 123:1 152:1 234:1 1351:1 2744:1
healthy 124:1 140:1 150:1 235:1 2742:1 11258:1
slaughtered 10:1 104:1 138:1 151:1 2743:1 11256:1
bovines 2:1 89:1 102:1 139:1 11257:1
-LRB- 9:1 50:1 87:1 103:1 185:1
3 26:1 48:1 88:1 183:1 6710:1
BSE 11:1 24:1 49:1 152:1 184:1 4649:1 6708:1
positive 25:1 95:1 150:1 4647:1 6709:1
-RRB- 32:1 93:1 151:1 338:1 4648:1
; 30:1 94:1 131:1 134:1 336:1
and 31:1 50:1 129:1 132:1 299:1 337:1
12 48:1 104:1 130:1 133:1 297:1 1352:1
tests 49:1 102:1 125:1 236:1 298:1 1350:1
in 10:1 103:1 123:1 234:1 572:1 1351:1
clinically 2:1 124:1 140:1 235:1 570:1 731:1
suspected 9:1 104:1 138:1 191:1 571:1 729:1
cases 89:1 102:1 139:1 189:1 730:1
-LRB- 50:1 87:1 103:1 190:1 224:1
1 48:1 88:1 152:1 222:1 4649:1
positive 49:1 95:1 150:1 223:1 4647:1
-RRB- 62:1 93:1 151:1 4648:1
. 4:1 8:1 60:1 94:1
The 3:1 7:1 11:1 63:1 66:1 140:1 3470:1
presented 64:1 67:1 138:1 152:1 3468:1 4061:1
Danish 10:1 11:1 104:1 139:1 150:1 3469:1 4059:1
notes 2:1 44:1 102:1 151:1 4060:1
, 9:1 10:1 42:1 103:1 572:1
kindly 2:1 10:1 43:1 140:1 570:1
forwarded 2:1 9:1 113:1 116:1 138:1 571:1
to 9:1 111:1 114:1 139:1 611:1 8474:1
ProMED 11:1 112:1 115:1 125:1 143:1 609:1 8472:1
by 68:1 123:1 141:1 173:1 610:1 8473:1
the 66:1 124:1 142:1 152:1 171:1 4061:1
Danish 11:1 67:1 150:1 152:1 172:1 3341:1 4059:1
Veterinary 11:1 131:1 134:1 150:1 151:1 3339:1 4060:1
and 17:1 129:1 132:1 151:1 3340:1 6716:1
Food 11:1 15:1 17:1 130:1 133:1 6714:1 6719:1
Administration 11:1 15:1 16:1 44:1 6715:1 6717:1
, 16:1 42:1 671:1 1052:1 6718:1
are 10:1 43:1 152:1 669:1 1050:1
valuable 2:1 150:1 572:1 670:1 1051:1 1442:1
also 9:1 125:1 151:1 533:1 570:1 1440:1
for 68:1 123:1 173:1 531:1 571:1 1441:1
the 26:1 66:1 124:1 171:1 532:1 3794:1
assessment 24:1 67:1 125:1 161:1 172:1 3792:1
of 25:1 26:1 123:1 159:1 3793:1 6710:1
BSE 11:1 24:1 104:1 124:1 160:1 191:1 6708:1
cases 25:1 102:1 125:1 189:1 236:1 6709:1
in 103:1 104:1 123:1 190:1 234:1 3890:1
countries 102:1 124:1 235:1 821:1 824:1 3888:1
which 103:1 668:1 671:1 819:1 822:1 3889:1
have 140:1 296:1 666:1 669:1 820:1 823:1
been 10:1 138:1 140:1 294:1 667:1 670:1
regarded 2:1 44:1 138:1 139:1 295:1
, 9:1 42:1 125:1 139:1 923:1
until 43:1 123:1 572:1 921:1 1115:1
recently 44:1 124:1 570:1 922:1 1113:1
, 42:1 113:1 116:1 571:1 1114:1
to 43:1 111:1 114:1 611:1 668:1
have 68:1 112:1 115:1 287:1 609:1 666:1
a 66:1 152:1 285:1 610:1 667:1 3407:1
low 26:1 67:1 150:1 286:1 3383:1 3405:1
risk 24:1 26:1 151:1 3381:1 3406:1 3413:1
status 24:1 25:1 131:1 134:1 3382:1 3411:1
and 25:1 125:1 129:1 132:1 533:1 3412:1
for 68:1 123:1 130:1 133:1 173:1 531:1
the 26:1 66:1 124:1 171:1 532:1 16709:1
evaluation 24:1 67:1 125:1 161:1 172:1 16707:1
of 25:1 123:1 152:1 159:1 2687:1 16708:1
possible 26:1 124:1 150:1 160:1 2685:1 6710:1
BSE 11:1 24:1 104:1 151:1 191:1 2686:1 6708:1
cases 25:1 74:1 102:1 189:1 6709:1 20816:1
appearing 72:1 103:1 125:1 190:1 236:1 20814:1
in 73:1 123:1 152:1 234:1 509:1 20815:1
additional 104:1 124:1 150:1 235:1 507:1 3890:1
countries 102:1 125:1 151:1 161:1 508:1 3888:1
of 68:1 103:1 123:1 159:1 173:1 3889:1
the 66:1 124:1 152:1 160:1 171:1 227:1
same 10:1 67:1 150:1 152:1 172:1 225:1
Geographic 2:1 11:1 26:1 150:1 151:1 226:1 6710:1
BSE 9:1 10:1 11:1 24:1 26:1 151:1 6708:1
Risk 2:1 11:1 24:1 25:1 89:1 6709:1
-LRB- 9:1 10:1 25:1 26:1 87:1
GBR 2:1 11:1 24:1 88:1 95:1
-RRB- 9:1 25:1 26:1 93:1 3413:1
status 24:1 62:1 94:1 3411:1
. 4:1 8:1 25:1 60:1 3412:1
Though 3:1 7:1 11:1 123:1 572:1 1097:1 18645:1
not 89:1 124:1 570:1 1095:1 18646:1
-LRB- 87:1 571:1 572:1 857:1 1096:1
yet 88:1 95:1 570:1 855:1
-RRB- 93:1 152:1 571:1 856:1 10292:1
conclusive 44:1 94:1 150:1 10290:1
, 42:1 68:1 151:1 173:1 10291:1
the 43:1 66:1 152:1 171:1 4061:1
Danish 10:1 11:1 67:1 104:1 150:1 172:1 4059:1
notes 2:1 102:1 151:1 671:1 1052:1 4060:1
are 9:1 10:1 74:1 103:1 669:1 1050:1
highlighting 2:1 72:1 572:1 670:1 1051:1 11096:1
again 9:1 68:1 73:1 173:1 570:1 11094:1
the 66:1 152:1 171:1 571:1 2828:1 11095:1
significant 26:1 67:1 150:1 172:1 2756:1 2826:1
role 24:1 151:1 821:1 824:1 2754:1 2827:1
which 25:1 671:1 819:1 822:1 2755:1 3362:1
cross 26:1 669:1 820:1 823:1 3360:1 7124:1
contamination 24:1 125:1 236:1 670:1 3361:1 7122:1
in 17:1 25:1 123:1 234:1 6794:1 7123:1
EU 10:1 11:1 15:1 104:1 124:1 235:1 6792:1
slaughterhouses 2:1 16:1 83:1 102:1 293:1 6793:1
has 9:1 10:1 81:1 103:1 140:1 291:1
played 2:1 82:1 125:1 138:1 236:1 292:1
in 9:1 68:1 123:1 139:1 173:1 234:1
the 26:1 66:1 124:1 171:1 235:1 22277:1
dissemination 24:1 67:1 125:1 161:1 172:1 22275:1
of 25:1 26:1 123:1 159:1 6710:1 22276:1
BSE 11:1 24:1 124:1 125:1 143:1 160:1 6708:1
by 25:1 104:1 123:1 141:1 6709:1 10187:1
means 102:1 124:1 125:1 142:1 161:1 10185:1
of 103:1 123:1 152:1 159:1 1931:1 10186:1
infected 26:1 124:1 150:1 160:1 1929:1 9344:1
feed 24:1 44:1 151:1 1930:1 9342:1
, 25:1 42:1 125:1 398:1 9343:1
with 43:1 123:1 152:1 396:1 13742:1
special 10:1 26:1 124:1 150:1 397:1 13740:1
emphasis 2:1 24:1 125:1 151:1 968:1 13741:1
upon 9:1 25:1 68:1 123:1 173:1 966:1
the 66:1 124:1 152:1 171:1 967:1 2687:1
possible 26:1 67:1 150:1 172:1 2685:1 2699:1
involvement 24:1 125:1 151:1 161:1 2686:1 2697:1
of 25:1 123:1 152:1 159:1 2698:1 14930:1
fat 124:1 140:1 150:1 160:1 9998:1 14928:1
included 125:1 138:1 151:1 236:1 9996:1 14929:1
in 26:1 123:1 139:1 234:1 9997:1 16067:1
milk 10:1 24:1 104:1 124:1 235:1 16065:1
replacements 2:1 25:1 62:1 102:1 16066:1
. 4:1 8:1 9:1 60:1 103:1
The 3:1 7:1 10:1 11:1 26:1 63:1 66:1
reader 2:1 24:1 64:1 67:1 1010:1 1439:1
may 9:1 10:1 25:1 611:1 1008:1 1437:1
recollect 2:1 68:1 173:1 609:1 1009:1 1438:1
the 9:1 66:1 152:1 171:1 610:1 14732:1
Japanese 11:1 67:1 104:1 150:1 172:1 14730:1 22028:1
publications 44:1 102:1 151:1 14731:1 22026:1
, 10:1 42:1 103:1 140:1 22027:1
circulated 2:1 43:1 125:1 138:1 143:1
by 9:1 17:1 123:1 139:1 141:1 8474:1
ProMED 11:1 15:1 124:1 125:1 142:1 770:1 8472:1
on 16:1 50:1 123:1 299:1 768:1 8473:1
12 17:1 48:1 124:1 297:1 769:1 11234:1
Dec 11:1 15:1 49:1 50:1 56:1 298:1 11232:1
2001 16:1 44:1 48:1 54:1 11233:1
, 42:1 49:1 55:1 74:1 8624:1
reporting 43:1 72:1 125:1 515:1 8622:1
that 68:1 73:1 123:1 413:1 513:1 8623:1
all 50:1 66:1 124:1 185:1 411:1 514:1
3 10:1 17:1 48:1 67:1 183:1 412:1
Holstein 2:1 11:1 15:1 49:1 104:1 184:1 14105:1
cows 9:1 16:1 44:1 102:1 14103:1
, 42:1 103:1 572:1 1115:1 14104:1
recently 43:1 140:1 570:1 1113:1 2216:1
found 26:1 138:1 571:1 1114:1 2214:1 6710:1
BSE 11:1 24:1 139:1 152:1 2215:1 4649:1 6708:1
positive 25:1 150:1 572:1 1361:1 4647:1 6709:1
there 44:1 151:1 570:1 1359:1 4648:1
, 42:1 110:1 571:1 1360:1 1610:1
had 10:1 43:1 108:1 140:1 1608:1
consumed 2:1 68:1 109:1 138:1 287:1 1609:1
a 9:1 26:1 66:1 139:1 285:1 16067:1
milk 10:1 24:1 26:1 67:1 286:1 16065:1
replacement 2:1 24:1 25:1 89:1 16066:1
-LRB- 9:1 25:1 87:1 125:1 236:1
in 68:1 88:1 123:1 234:1 650:1
this 26:1 66:1 124:1 235:1 648:1 866:1
case 24:1 32:1 67:1 649:1 864:1 1274:1
-- 25:1 30:1 74:1 557:1 865:1 1272:1
according 31:1 72:1 113:1 116:1 555:1 1273:1
to 68:1 73:1 111:1 114:1 173:1 556:1
the 66:1 104:1 112:1 115:1 171:1 8138:1
media 32:1 67:1 102:1 172:1 1274:1 8136:1
-- 30:1 68:1 103:1 173:1 1272:1 8137:1
the 31:1 66:1 140:1 171:1 1273:1 9998:1
included 26:1 67:1 138:1 172:1 4418:1 9996:1
animal 24:1 26:1 139:1 4416:1 9997:1 14930:1
fat 24:1 25:1 110:1 275:1 4417:1 14928:1
was 25:1 108:1 140:1 273:1 5903:1 14929:1
produced 109:1 125:1 138:1 236:1 274:1 5901:1
in 68:1 123:1 139:1 173:1 234:1 5902:1
the 17:1 66:1 124:1 171:1 235:1 3293:1
Netherlands 11:1 15:1 67:1 95:1 172:1 3291:1
-RRB- 16:1 62:1 93:1 3292:1
. 4:1 8:1 60:1 94:1
Similar 3:1 7:1 11:1 104:1 150:1 3185:1 11505:1
investigations 102:1 125:1 151:1 236:1 3183:1 11506:1
in 103:1 123:1 149:1 152:1 234:1 3184:1
other 104:1 124:1 147:1 150:1 235:1 3890:1
countries 102:1 148:1 151:1 821:1 824:1 3888:1
which 103:1 668:1 671:1 819:1 822:1 3889:1
have 140:1 296:1 666:1 669:1 820:1 823:1
been 138:1 294:1 572:1 667:1 670:1 3818:1
previously 10:1 139:1 140:1 295:1 570:1 3816:1
regarded 2:1 125:1 138:1 158:1 571:1 3817:1
as 9:1 10:1 74:1 123:1 139:1 156:1
belonging 2:1 72:1 113:1 116:1 124:1 157:1
to 9:1 10:1 26:1 73:1 111:1 114:1
GBR 2:1 11:1 24:1 112:1 115:1 125:1 161:1
of 9:1 25:1 123:1 159:1 842:1
`` 10:1 26:1 124:1 160:1 840:1
category 2:1 24:1 50:1 841:1 12293:1
II 9:1 11:1 25:1 48:1 875:1 12291:1
'' 44:1 49:1 873:1 12292:1
, 42:1 572:1 874:1 2951:1
namely 43:1 570:1 1046:1 2949:1 3371:1
where 571:1 842:1 1044:1 2950:1 3369:1
`` 17:1 840:1 1045:1 3370:1 6710:1
BSE 11:1 15:1 83:1 479:1 841:1 6708:1
is 16:1 81:1 152:1 477:1 6709:1 7154:1
unlikely 82:1 134:1 150:1 478:1 2072:1 7152:1
but 132:1 151:1 848:1 863:1 2070:1 7153:1
it 133:1 846:1 861:1 1010:1 1082:1 2071:1
can 572:1 847:1 862:1 1008:1 1080:1 1097:1
not 570:1 611:1 734:1 1009:1 1081:1 1095:1
be 140:1 571:1 609:1 732:1 1096:1 11390:1
excluded 125:1 138:1 515:1 610:1 733:1 11388:1
that 104:1 123:1 139:1 513:1 6770:1 11389:1
cattle 83:1 102:1 124:1 479:1 514:1 6768:1
is 81:1 103:1 152:1 477:1 1931:1 6769:1
infected 82:1 89:1 150:1 478:1 1929:1
-LRB- 87:1 151:1 152:1 629:1 1930:1
clinical 88:1 134:1 150:1 197:1 627:1
or 132:1 151:1 152:1 195:1 628:1 23378:1
sub-clinical 95:1 133:1 150:1 196:1 23376:1
-RRB- 93:1 125:1 151:1 398:1 23377:1
with 68:1 94:1 123:1 173:1 396:1
the 26:1 66:1 124:1 171:1 397:1 6710:1
BSE 11:1 24:1 26:1 67:1 172:1 6708:1 9770:1
agent 24:1 25:1 875:1 6709:1 9768:1
'' 25:1 671:1 873:1 1052:1 9769:1
are 572:1 669:1 827:1 874:1 1050:1
highly 10:1 152:1 570:1 670:1 825:1 1051:1
desirable 2:1 62:1 150:1 571:1 826:1
. 4:1 8:1 9:1 60:1 151:1
Such 3:1 7:1 11:1 104:1 150:1 3890:1 14028:1
countries 102:1 125:1 151:1 158:1 3888:1 14029:1
as 17:1 103:1 123:1 156:1 3428:1 3889:1
Finland 11:1 15:1 124:1 131:1 134:1 157:1 3426:1
and 10:1 16:1 17:1 129:1 132:1 3427:1
Austria 2:1 11:1 15:1 130:1 133:1 1010:1 3044:1
might 9:1 16:1 611:1 1008:1 3042:1 11903:1
add 74:1 609:1 1009:1 3043:1 11901:1 16088:1
missing 72:1 104:1 610:1 11902:1 16086:1 18650:1
links 73:1 102:1 131:1 134:1 16087:1 18648:1
and 103:1 129:1 132:1 611:1 18649:1 18803:1
enable 74:1 130:1 133:1 609:1 18801:1 21308:1
reaching 72:1 152:1 610:1 7715:1 18802:1 21306:1
final 73:1 104:1 150:1 7713:1 11387:1 21307:1
conclusions 102:1 140:1 151:1 2876:1 7714:1 11385:1
related 103:1 113:1 116:1 138:1 2874:1 11386:1
to 68:1 111:1 114:1 139:1 173:1 2875:1
the 66:1 112:1 115:1 152:1 171:1 3665:1
potential 26:1 67:1 150:1 172:1 2756:1 3663:1
role 24:1 125:1 151:1 161:1 2754:1 3664:1
of 25:1 26:1 123:1 159:1 2755:1 16067:1
milk 10:1 24:1 104:1 124:1 160:1 16065:1
replacements 2:1 25:1 102:1 125:1 236:1 16066:1
in 9:1 68:1 103:1 123:1 173:1 234:1
the 66:1 124:1 152:1 171:1 235:1 590:1
recent 44:1 67:1 150:1 172:1 588:1
, 42:1 151:1 152:1 589:1 5711:1
current 43:1 44:1 150:1 5709:1
, 42:1 134:1 151:1 197:1 5710:1
or 43:1 132:1 152:1 195:1 3665:1
potential 133:1 150:1 152:1 196:1 3663:1 5726:1
future 26:1 150:1 151:1 833:1 3664:1 5724:1
spread 24:1 125:1 151:1 161:1 831:1 5725:1
of 17:1 25:1 123:1 159:1 832:1 6710:1
BSE 11:1 15:1 62:1 124:1 160:1 6708:1
. 4:1 8:1 16:1 60:1 6709:1
- 3:1 7:1 26:1 30:1 633:1 14087:1
Mod.AS 11:1 24:1 31:1 95:1 634:1 641:1 14085:1
-RSB- 25:1 32:1 93:1 639:1 689:1 14086:1
... 10:1 30:1 94:1 125:1 640:1 687:1
as/sh 2:1 4:1 8:1 31:1 123:1 688:1
